장르,순위,아티스트,곡명,앨범,앨범이미지,유튜브링크
해외_R&B／Soul,83,Beyonce,Listen,드림걸즈 OST,https://cdnimg.melon.co.kr/cm/album/images/003/45/414/345414_500.jpg,https://www.youtube.com/watch?v=n-FGSor0hDY
해외_R&B／Soul,84,WILLOW,Wait a Minute!,ARDIPITHECUS,https://cdnimg.melon.co.kr/cm/album/images/026/57/444/2657444_500.jpg,https://www.youtube.com/watch?v=yjLkPb1q95E
해외_R&B／Soul,85,SZA,Open Arms (Feat. Travis Scott),SOS,https://cdnimg.melon.co.kr/cm2/album/images/105/39/691/10539691_20221208152803_500.jpg,https://www.youtube.com/watch?v=ZcFbwB7a6QA
해외_R&B／Soul,86,Mac Ayres,Easy,Drive Slow,https://cdnimg.melon.co.kr/cm/album/images/102/49/879/10249879_500.jpg,https://www.youtube.com/watch?v=PWK8EuUSMSI
해외_R&B／Soul,87,Alicia Keys,If I Ain't Got You,The Diary Of Alicia Keys,https://cdnimg.melon.co.kr/cm/album/images/029/37/873/2937873_500.jpg,https://www.youtube.com/watch?v=Ju8Hr50Ckwk
해외_R&B／Soul,88,Jeremy Passion,Bye Bye,Bye Bye,https://cdnimg.melon.co.kr/cm2/album/images/104/42/968/10442968_20200611102004_500.jpg,https://www.youtube.com/watch?v=RV7Ey41RV6Q
해외_R&B／Soul,89,Bruno Mars,Finesse (Remix) (Feat. Cardi B),Finesse (feat. Cardi B) [Remix],https://cdnimg.melon.co.kr/cm/album/images/101/25/680/10125680_500.jpg,https://www.youtube.com/watch?v=LsoLEjrDogU
해외_R&B／Soul,90,"Jesse Barrera, Albert Posis",Everyday Feels Like Sunday,Everyday Feels Like Sunday,https://cdnimg.melon.co.kr/cm2/album/images/110/38/803/11038803_20220826152728_500.jpg,https://www.youtube.com/watch?v=wyexaEZIow8
해외_R&B／Soul,91,Jesse Barrera,No Reservations,No Reservations,https://cdnimg.melon.co.kr/cm2/album/images/111/64/826/11164826_20230202154434_500.jpg,https://www.youtube.com/watch?v=T6xk90u5X8w
해외_R&B／Soul,92,Rihanna,Take A Bow,Good Girl Gone Bad: Reloaded,https://cdnimg.melon.co.kr/cm/album/images/003/86/157/386157_500.jpg,https://www.youtube.com/watch?v=J3UjJ4wKLkg
해외_R&B／Soul,93,"Pink Sweat$, P1Harmony",Gotta Get Back,Gotta Get Back,https://cdnimg.melon.co.kr/cm2/album/images/109/67/511/10967511_20220525113335_500.jpg,https://www.youtube.com/watch?v=4FfYY38P3J0
해외_R&B／Soul,94,Stevie Wonder,I Just Called To Say I Love You (Single Ver.),The Definitive Collection,https://cdnimg.melon.co.kr/cm/album/images/000/26/607/26607_500.jpg,https://www.youtube.com/watch?v=58RgLQ_0Ars
해외_R&B／Soul,95,Taiyo Ky,Texted Back,Texted Back,https://cdnimg.melon.co.kr/cm2/album/images/107/83/739/10783739_20211118165203_500.jpg,https://www.youtube.com/watch?v=Y9x6_5o8s1M
해외_R&B／Soul,96,Chris Brown,Under The Influence,Indigo (Extended),https://cdnimg.melon.co.kr/cm2/album/images/103/35/534/10335534_500.jpg,https://www.youtube.com/watch?v=pfxyk1glEq4
해외_R&B／Soul,97,"Marshmello, Khalid",Numb,Numb,https://cdnimg.melon.co.kr/cm2/album/images/109/73/794/10973794_20220602110432_500.jpg,https://www.youtube.com/watch?v=mRXKnG2eugU
해외_R&B／Soul,98,Gabe Bondoc,Stronger Than,ONE EP,https://cdnimg.melon.co.kr/cm2/album/images/103/44/266/10344266_500.jpg,https://www.youtube.com/watch?v=rAu4DzLQhYI
해외_R&B／Soul,99,The Weeknd,Starboy (Feat. Daft Punk),Starboy,https://cdnimg.melon.co.kr/cm/album/images/100/00/637/10000637_500.jpg,https://www.youtube.com/watch?v=LlonUSzCXDc
해외_R&B／Soul,100,"RAFA, Kameko",HOPELESS,HOPELESS,https://cdnimg.melon.co.kr/cm2/album/images/109/48/264/10948264_20220510174718_500.jpg,https://www.youtube.com/watch?v=tQHIQXub9AM
